"No.","Time","Source","Destination","Protocol","Length","Info"
"211","83.548426176","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"212","86.209341795","157.240.195.56","10.9.2.132","TLSv1.2","156","Application Data"
"213","86.234521213","10.9.2.132","157.240.195.56","TLSv1.2","140","Application Data"
"214","86.500018245","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"215","93.762182159","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"216","96.502868220","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"217","97.584254225","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"218","98.513763451","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"219","103.803307049","10.9.2.132","157.240.195.56","TLSv1.2","413","Application Data"
"220","104.045844535","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"221","104.267015388","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"222","104.273025596","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"223","104.275038468","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"224","104.316703146","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"225","104.320932246","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"226","104.348577896","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"227","104.366919361","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"228","105.836634381","10.9.2.132","157.240.195.56","TLSv1.2","300","Application Data"
"229","106.043956753","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"230","106.253133055","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"231","106.255801148","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"232","106.281296220","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"233","106.282442435","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"234","106.395144063","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"235","106.397817482","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"236","106.654989131","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"237","108.001928885","10.9.2.132","157.240.195.56","TLSv1.2","284","Application Data"
"238","108.368138796","157.240.195.56","10.9.2.132","TLSv1.2","179","Application Data"
"239","108.619927347","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"240","108.622611113","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"241","108.631217282","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"242","108.639058473","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"243","108.734545073","157.240.195.56","10.9.2.132","TLSv1.2","165","Application Data"
"244","108.737221392","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"245","108.758660746","157.240.195.56","10.9.2.132","TLSv1.2","148","Application Data"
"246","111.719103650","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
"247","113.378848642","157.240.195.56","10.9.2.132","TLSv1.2","205","Application Data"
"248","113.398108997","10.9.2.132","157.240.195.56","TLSv1.2","163","Application Data"
"249","114.361308743","157.240.195.56","10.9.2.132","TLSv1.2","145","Application Data"
"250","115.005986890","157.240.195.56","10.9.2.132","TLSv1.2","335","Application Data"
